Bữa sáng,Bữa phụ,Bữa trưa,Bữa tối,Chế độ ăn,Táo bón,Béo phì,Tim mạch,Mỡ trong máu,Huyết áp,Thiếu máu,Thiếu kẽm,Thiếu canxi,Suy dinh dưỡng,Tiểu đường,Tình trạng sức khỏe,Mục tiêu
Pancake chuối yến mạch cải bó xôi,Sữa chua thực vật,Mì sợi trứng xào chay; Thịt nạc kho tiêu (món chay); Canh rau ngót,Cháo Đậu Xanh Ăn Với Đậu Tẩm Hành Chay; Rau luộc; Miến dong xào chay,chay,0,0,1,0,0,1,0,1,1,1,"Tim mạch, Thiếu máu, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì sandwich nướng phô mai,Pancake chuối yến mạch cải bó xôi,Canh kim chi Hàn Quốc; Phở; Trứng luộc,Canh rau ngót thịt băm chay; Ức gà áp chảo,Không chay,1,1,1,0,0,1,0,0,0,1,"Táo bón, Béo phì, Tim mạch, Thiếu máu, Tiểu đường","Tăng chất xơ, uống đủ nước, Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh bao khoai tím ,Chè hạt sen thanh long đỏ,Lẩu vịt nấu chao; Miến; Tôm nướng,Trứng hấp Hàn Quốc; Rau củ luộc,Không chay,1,1,0,0,0,1,0,0,0,0,"Táo bón, Béo phì, Thiếu máu","Tăng chất xơ, uống đủ nước, Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Bổ sung sắt, tăng cường máu"
Sữa chua Hy Lạp + dâu,Cốc,Cơm gà Hội An; Rau muống xào tỏi; Canh mồng tơi,Sườn non rim nước dừa; Canh rau ngót,Không chay,0,0,1,0,0,0,0,1,1,1,"Tim mạch, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh quy hạt chia ,Pudding chôm chôm,Cơm rang dưa bò; Canh mồng tơi; Đậu phụ hấp,Súp cua trứng bắc thảo; Salad trộn ít dầu,Không chay,0,1,1,0,1,0,0,0,0,1,"Béo phì, Tim mạch, Huyết áp, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì đen + trứng ốp la,Cốc,Bánh pancake mật ong; Đậu phụ sốt; Rau luộc,Phở bò; Rau muống xào tỏi,Không chay,1,0,0,0,0,1,0,0,0,0,"Táo bón, Thiếu máu","Tăng chất xơ, uống đủ nước, Bổ sung sắt, tăng cường máu"
Pancake chuối yến mạch cải bó xôi,Pudding chôm chôm,Cơm gà Hội An; Canh rau ngót; Canh bí đỏ,Hủ tiếu Mỹ Tho; Tôm nướng; Rau củ luộc,Không chay,0,0,1,0,0,0,0,0,0,1,"Tim mạch, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh quy hạt chia ,Sinh tố đào,Gà hấp muối; Cơm trắng; Salad trộn ít dầu,Gỏi cuốn tôm thịt; Cá hấp,Không chay,0,0,1,0,0,0,0,0,1,1,"Tim mạch, Suy dinh dưỡng, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì sandwich nướng phô mai,Hạt hạnh nhân,Cơm niêu cá kho tộ; Salad trộn ít dầu; Canh bí đỏ,Rau muống xào tỏi; Tôm nướng,Không chay,0,0,1,0,1,1,1,0,1,1,"Tim mạch, Huyết áp, Thiếu máu, Suy dinh dưỡng, Thiếu kẽm, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh tằm mì,Chè bắp,Khoai Tây Chiên Kho Cà Chua Chay; Miến nấm rau răm (Miến lươn chay); Bò xào lúc lắc chay,Soup tóc tiên chay; Rau muống xào tỏi,chay,0,0,0,0,1,1,0,0,0,1,"Huyết áp, Thiếu máu, Tiểu đường","Giảm muối, ổn định huyết áp, Bổ sung sắt, tăng cường máu, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì đen + trứng ốp la,Hạt hạnh nhân,Xôi bắp; Ức gà áp chảo; Cải thìa xào,Cháo hải sản; Rau muống xào tỏi,Không chay,0,1,1,0,0,1,1,0,0,1,"Béo phì, Tim mạch, Thiếu máu, Thiếu kẽm, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh quy hạt chia ,Chè hạt sen thanh long đỏ,Lẩu mắm miền Tây; Miến; Đậu phụ sốt,Canh khoai mỡ tôm tươi; Rau luộc,Không chay,0,1,0,0,0,0,0,0,0,0,Béo phì,"Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu"
Bánh mì đen + trứng ốp la,Bánh bò nướng,Bánh ướt chả lụa; Đậu phụ sốt; Rau muống xào tỏi,Xôi đậu xanh; Canh rau ngót,Không chay,1,0,0,0,0,1,0,0,0,0,"Táo bón, Thiếu máu","Tăng chất xơ, uống đủ nước, Bổ sung sắt, tăng cường máu"
Pancake chuối yến mạch cải bó xôi,Sinh tố đào,Phở Sắn Trộn Nấm Hầu Thủ Chay; Mì Chũ hấp/luộc Rau Củ Chay (Vegan); Canh bí đỏ,Cháo Gạo Lứt Đậu Đỏ Chay; Rau củ luộc,chay,0,0,1,0,0,0,0,0,0,1,"Tim mạch, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Chè bắp,Nấm Hầu Thủ Áp Chảo Sốt Sa Tế Chay; Canh Nấm Mỡ Cần Tây Chay (Vegan); Canh măng tây đậu hủ chay,Măng kho đậu hũ chay; Mì Chũ hấp/luộc Rau Củ Chay (Vegan); Cải thìa xào,chay,0,1,0,0,0,0,0,0,0,0,Béo phì,"Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu"
Sữa chua Hy Lạp + chery,Bánh đúc nước đường,Xôi mặn; Tôm nướng; Salad trộn ít dầu,Bánh pancake mật ong; Trứng luộc; Cải thìa xào,Không chay,0,0,1,0,1,1,0,1,1,1,"Tim mạch, Huyết áp, Thiếu máu, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sinh tố chuối,Cốc,Súp gà nấm đông cô; Cơm trắng; Canh rau ngót,Chả lá lốt hấp; Ức gà áp chảo; Rau luộc,Không chay,0,1,1,1,1,0,0,0,0,1,"Béo phì, Tim mạch, Huyết áp, Rối loạn mỡ máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì sandwich nướng phô mai,Hạt hạnh nhân,Súp gà nấm đông cô; Miến; Canh rau ngót,Rau muống xào tỏi; Trứng luộc,Không chay,0,0,1,0,0,1,1,0,1,1,"Tim mạch, Thiếu máu, Suy dinh dưỡng, Thiếu kẽm, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Nước ép dưa lưới + bánh karo,Pancake chuối yến mạch cải bó xôi,Cháo vịt; Trứng luộc; Cải thìa xào,Bánh xèo miền Trung; Đậu phụ sốt; Rau củ luộc,Không chay,1,0,0,0,0,1,0,0,0,0,"Táo bón, Thiếu máu","Tăng chất xơ, uống đủ nước, Bổ sung sắt, tăng cường máu"
Sữa tươi + chuối + hạt ngũ cốc,Sữa chua Hy Lạp ,Chân giò hầm hạt sen; Miến; Trứng luộc,Bạch tuộc xào cay Hàn Quốc; Cá hấp,Không chay,0,0,0,0,0,0,0,1,1,0,"Suy dinh dưỡng, Thiếu canxi","Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Bánh tằm mì,Chè bắp,Cà tím hấp nước tương (món chay); Cơm Chiên Chay Trái Thơm; Rau luộc,Cơm Lươn Chay (Unadon); Rau muống xào tỏi,chay,1,0,0,0,0,0,0,0,0,0,Táo bón,"Tăng chất xơ, uống đủ nước"
Bánh tằm mì,Bánh bò bông,Canh Mồng Tơi Nấu Nấm Mỡ Chay; Mac & no-cheese (chay); Canh bí đỏ,Cốt lết chay kho tiêu; Rau luộc; Canh chay rong biển đậu hủ nấm kim châm,chay,0,0,1,0,1,0,0,0,0,0,"Tim mạch, Huyết áp","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ"
Sữa chua Hy Lạp + dâu,Cốc,Bún mắm miền Tây; Bò xào nhẹ; Rau củ luộc,Canh cà chua trứng; Cá hấp,Không chay,0,0,0,0,0,1,0,1,1,0,"Thiếu máu, Suy dinh dưỡng, Thiếu canxi","Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Pancake chuối yến mạch cải bó xôi,Sữa chua thực vật,Canh rau diếp nấu nấm (món chay); Món chay dễ làm| Soup khoai tây bó xôi; Canh cá nấu rau,Nấm xào; Nem Thính Rong Sụn Chay; Rau củ luộc,chay,0,0,1,0,0,0,0,1,1,1,"Tim mạch, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh bao khoai tím ,Chè hạt sen thanh long đỏ,Xôi lá cẩm; Trứng luộc; Canh rau ngót,Sườn non rim nước dừa; Canh rau ngót,Không chay,1,1,0,0,0,1,0,0,0,0,"Táo bón, Béo phì, Thiếu máu","Tăng chất xơ, uống đủ nước, Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Bổ sung sắt, tăng cường máu"
Khoai lang hấp,Mận Hà Nội,Mọc Chay; Cải thìa xào; Canh bí đỏ,Bún chay trộn khô với sốt cà chua (thay nước tương/nước mắm); Canh rau ngót,chay,0,0,0,0,0,1,1,1,0,0,"Thiếu máu, Thiếu kẽm, Thiếu canxi","Bổ sung sắt, tăng cường máu, Bổ sung kẽm và đạm, Bổ sung canxi và vitamin D"
Sữa chua Hy Lạp + chuối,Bánh đúc nước đường,Bánh bông lan trứng muối; Rau muống xào tỏi; Canh mồng tơi,Bánh chuối chiên; Rau củ luộc; Tôm nướng,Không chay,0,0,0,0,0,1,0,1,1,0,"Thiếu máu, Suy dinh dưỡng, Thiếu canxi","Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Sữa tươi + chuối + hạt ngũ cốc,Sữa chua Hy Lạp ,Bún riêu cua; Bò xào nhẹ; Canh rau ngót,Miến gà; Canh rau ngót,Không chay,0,0,1,1,1,0,0,1,1,1,"Tim mạch, Huyết áp, Rối loạn mỡ máu, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Nước ép dưa lưới + bánh karo,Pudding chôm chôm,Canh măng nấu vịt; Miến; Đậu phụ sốt,Sandwich cá ngừ; Cải thìa xào,Không chay,1,0,0,0,0,0,0,0,0,0,Táo bón,"Tăng chất xơ, uống đủ nước"
Pancake chuối yến mạch cải bó xôi,Sữa chua thực vật,Chả chay rong biển; Rau muống xào tỏi; Canh cá nấu rau,Cuốn chay chấm bơ hạt điều; Rau củ luộc,chay,0,0,1,0,0,0,0,1,1,1,"Tim mạch, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Hạt hạnh nhân,Canh bí đỏ hầm xương; Bánh mì; Bò xào nhẹ,Canh chua cá lóc; Rau củ luộc,Không chay,0,1,1,0,0,0,1,0,0,1,"Béo phì, Tim mạch, Thiếu kẽm, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Sữa chua Hy Lạp ,Lẩu gà lá é; Bánh mì; Rau củ luộc,Lẩu nấm chay; Rau củ luộc,Không chay,0,0,1,0,0,0,0,1,1,1,"Tim mạch, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Mận Hà Nội,Đậu hũ chiên; Canh Bông Hẹ Đậu Hũ (Món Chay); Canh rau ngót,Mọc Chay; Rau luộc,chay,0,1,1,0,0,0,0,0,0,1,"Béo phì, Tim mạch, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua + táo +chuối,Mận Hà Nội,Xôi gấc; Đậu phụ sốt; Rau củ luộc,Bánh bông lan trứng muối; Rau củ luộc,Không chay,0,0,1,0,0,1,0,0,0,1,"Tim mạch, Thiếu máu, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì đen + trứng ốp la,Hạt hạnh nhân,Gà hấp/luộc sả ớt; Bún; Canh mồng tơi,Rau muống hấp/luộc tỏi; Đậu phụ sốt,Không chay,0,0,1,0,0,1,1,0,1,1,"Tim mạch, Thiếu máu, Suy dinh dưỡng, Thiếu kẽm, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Nước ép dưa lưới + bánh karo,Mận Hà Nội,Bánh xèo miền Tây; Trứng luộc; Rau củ luộc,Cơm niêu cá kho tộ; Rau luộc,Không chay,1,0,0,0,0,1,0,0,1,0,"Táo bón, Thiếu máu, Suy dinh dưỡng","Tăng chất xơ, uống đủ nước, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm"
Bánh bao khoai tím,Ổi,Bánh bông lan trứng muối; Cải thìa xào; Canh bí đỏ,Cháo lòng; Tôm nướng; Rau luộc,Không chay,0,1,0,0,0,1,0,0,0,0,"Béo phì, Thiếu máu","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Bổ sung sắt, tăng cường máu"
Khoai lang hấp,Bánh bèo,Bò xào cần tỏi; Khoai lang; Canh cá nấu rau,Xôi gấc; Canh rau ngót; Đậu phụ hấp,Không chay,0,1,0,0,0,0,0,0,0,0,Béo phì,"Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu"
Sữa chua + táo +chuối,Pudding chôm chôm,Cơm nắm muối mè; Cá hấp; Rau luộc,Cơm gà Hội An; Salad trộn ít dầu,Không chay,0,0,1,0,0,0,0,0,1,1,"Tim mạch, Suy dinh dưỡng, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Pancake chuối yến mạch cải bó xôi,Pancake chuối yến mạch cải bó xôi,Bún riêu cua; Tôm nướng; Salad trộn ít dầu,Lẩu vịt nấu chao; Cá hấp; Rau muống xào tỏi,Không chay,0,0,1,0,1,1,0,0,1,1,"Tim mạch, Huyết áp, Thiếu máu, Suy dinh dưỡng, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì đen + trứng ốp la,Hạt hạnh nhân,Bánh mì heo quay; Salad trộn ít dầu; Canh cá nấu rau,Bánh cuốn Thanh Trì; Đậu phụ sốt; Canh rau ngót,Không chay,0,0,1,0,1,1,1,0,1,1,"Tim mạch, Huyết áp, Thiếu máu, Suy dinh dưỡng, Thiếu kẽm, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua Hy Lạp + trái cây ít đường,Mận Hà Nội,Bánh căn Đà Lạt; Tôm nướng; Rau muống xào tỏi,Canh chua cá lóc; Trứng luộc,Không chay,0,0,0,0,0,1,0,1,1,0,"Thiếu máu, Suy dinh dưỡng, Thiếu canxi","Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Bánh mì sandwich nướng phô mai,Sữa chua Hy Lạp,Hủ tiếu Mỹ Tho; Đậu phụ sốt; Cải thìa xào,Sườn non rim nước dừa; Canh rau ngót,Không chay,0,0,0,0,0,1,0,1,1,0,"Thiếu máu, Suy dinh dưỡng, Thiếu canxi","Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Khoai lang hấp,Sữa chua Hy Lạp ,Bánh mì bơ đường; Bò xào nhẹ; Rau muống xào tỏi,Miến lươn; Tôm nướng; Rau muống xào tỏi,Không chay,0,0,0,0,0,0,0,1,0,0,Thiếu canxi,Bổ sung canxi và vitamin D
Nước ép dưa lưới + bánh karo,Pudding chôm chôm,Rau muống xào tỏi; Cơm trắng; Đậu phụ sốt,Bánh mì thịt nguội; Rau luộc,Không chay,0,0,1,0,0,0,0,0,0,1,"Tim mạch, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì sandwich nướng phô mai,Bánh bò nướng,Lẩu cá kèo lá giang; Phở; Rau luộc,Phở bò; Cải thìa xào,Không chay,1,0,0,0,0,1,0,0,1,0,"Táo bón, Thiếu máu, Suy dinh dưỡng","Tăng chất xơ, uống đủ nước, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm"
Sữa tươi + chuối + hạt ngũ cốc,Bánh bò nướng,Đậu bắp luộc chấm mắm ruốc; Cơm trắng; Canh bí đỏ,Bánh mì thịt nguội; Rau muống xào tỏi,Không chay,0,1,1,1,0,0,0,0,0,1,"Béo phì, Tim mạch, Rối loạn mỡ máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Ổn định đường huyết, Tăng chất xơ hòa tan"
Nước ép dưa lưới + bánh karo,Sữa chua Hy Lạp,Canh chua cá lóc; Bún; Đậu phụ hấp,Sườn non rim nước dừa; Rau muống xào tỏi,Không chay,0,1,0,0,0,0,0,1,0,0,"Béo phì, Thiếu canxi","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Bổ sung canxi và vitamin D"
